"ORDER_LINE_ID","ORDER__ORDER_ID","PRODUCT__PRODUCT_ID","CUSTOMER__CUSTOMER_ID","ORDER_UNIT_PRICE","ORDER_UNIT_QUANTITY","WDF__CLIENT_ID","ORDER_UNIT_DISCOUNT","ORDER_UNIT_COST","DATE","ORDER_DATE","CUSTOMER_AGE"
"MRUD4NgrZIGY4SwgSflmR34I8JPmUONO","4605","54","91","229.99","9.00","merchant__bigboxretailer","0.00","135.99","2021-02-10 19:47:00.000","2021-02-10 19:47:00.000","7M+"
"rTnBx5oyjWDGpXVxGub01ohnv30p0QHs","3947","8","39","273.99","9.00","merchant__bigboxretailer","0.00","139.99","2022-09-30 18:19:00.000","2022-09-30 18:19:00.000","1-3M"
"ZAabv3V6z3MHselEFc8VUCxzNMnUB9LC","1228","78","111","15.99","7.00","merchant__bigboxretailer","0.00","2.97","2020-08-07 13:22:00.000","2020-08-07 13:22:00.000","7M+"
"xpOmBvwCfJRmknmUPMWzsFV5DMuavV5f","3987","77","75","356.99","6.00","merchant__clothing","0.00","175.99","2022-07-23 12:59:00.000","2022-07-23 12:59:00.000","1-3M"
"l2a0Oskc52T2dL95r6G5m117NfIOB3nh","5818","89","220","499.99","5.00","merchant__bigboxretailer","0.00","468.99","2021-03-04 20:04:00.000","2021-03-04 20:04:00.000","4-6M"
"dinql1eKEMcfmLkHAWFhYZEe6HgvTd1i","167","35","10","83.99","7.00","merchant__bigboxretailer","0.00","43.99","2022-07-04 14:59:00.000","2022-07-04 14:59:00.000","1-3M"
"8nUOKwfDqsMy3TmZZ1fEuAObOngz6yZK","6319","51","264","208.99","4.00","merchant__clothing","0.00","77.99","2021-09-20 19:36:00.000","2021-09-20 19:36:00.000","4-6M"
"PEE5mmcZ5usjOufDmiN17OIu7CrprZay","5176","5","173","137.99","5.00","merchant__bigboxretailer","0.00","77.34","2020-07-24 17:28:00.000","2020-07-24 17:28:00.000","1-3M"
"3XRgQOoi7gFSSp4fzaPyi4fX7ubMpvJp","4193","4","88","353.99","7.00","merchant__clothing","0.00","179.99","2022-08-08 20:22:00.000","2022-08-08 20:22:00.000","1-3M"
"LWjPh6pHFDAcAi8pKz6OOoTDfjLGkz8s","6868","67","321","555.99","2.00","merchant__clothing","0.00","452.99","2021-09-03 18:49:00.000","2021-09-03 18:49:00.000","1-3M"
"7LHdyUmVXLeIidn9LoUlCDn7OGlkUmZ0","107","29","22","62.99","10.00","merchant__bigboxretailer","0.00","32.99","2022-03-29 18:14:00.000","2022-03-29 18:14:00.000","1-3M"
"mV6IqmKJqJ4HEU1YpqetHqr6ifDdwEbU","6733","1","306","128.99","3.00","merchant__clothing","0.00","66.99","2021-12-23 13:31:00.000","2021-12-23 13:31:00.000","7M+"
"qVUqLpcTxwBew7GeGPABEqLcWXQDdi91","7703","25","491","219.99","10.00","merchant__clothing","0.00","111.99","2022-10-15 13:43:00.000","2022-10-15 13:43:00.000","1-3M"
"8BCQhnEHH9jub7Ie0gWSVVp2firgxWrB","6959","47","331","649.99","4.00","merchant__bigboxretailer","0.00","394.99","2022-10-05 13:54:00.000","2022-10-05 13:54:00.000","7M+"
"jnBHYuKObjDymCh2Ix4i0lKdsVM2itMA","723","92","107","430.99","5.00","merchant__bigboxretailer","0.00","231.99","2022-05-18 21:21:00.000","2022-05-18 21:21:00.000","4-6M"
"kPkSb7WeYiSNKAQ1w4dL1gJmLnGVlcjl","6564","20","288","25.99","4.00","merchant__bigboxretailer","0.00","15.99","2021-09-27 10:14:00.000","2021-09-27 10:14:00.000","4-6M"
"ME6yDcnGrZNp1ZPLz6vXIWHhSVwL0N8H","853","48","4","422.99","7.00","merchant__clothing","42.30","348.99","2021-04-27 22:18:00.000","2021-04-27 22:18:00.000","7M+"
"ND8ZpqcZNiyPPacogoYTzgGXyRFuCceW","1089","93","9","91.99","3.00","merchant__clothing","0.00","39.08","2020-01-01 19:03:00.000","2020-01-01 19:03:00.000","7M+"
"wGAMrIxHW2YeYR7GyQiBYMtuxeHqt1aG","1295","59","55","761.99","1.00","merchant__bigboxretailer","0.00","509.99","2022-06-10 21:40:00.000","2022-06-10 21:40:00.000","1-3M"
"pqt8aGgFRJ3kTizYPZ7W2huJBWqMMjE8","5332","30","183","98.99","8.00","merchant__clothing","0.00","51.99","2022-09-03 22:34:00.000","2022-09-03 22:34:00.000","7M+"
"in44PJ50j3KSGBZeKvgKOBbsyxAzo8Dy","4270","47","60","649.99","3.00","merchant__bigboxretailer","0.00","394.99","2021-10-30 20:35:00.000","2021-10-30 20:35:00.000","4-6M"
"xQQQ7jhLyVPtNd2s5yeV1cLH0cpBYNbp","5188","36","173","76.99","6.00","merchant__clothing","0.00","40.99","2022-08-19 10:10:00.000","2022-08-19 10:10:00.000","7M+"
"s3rf3MwosTsu48FJwgp3DldyOeyIH3Nc","696","92","132","430.99","1.00","merchant__bigboxretailer","0.00","231.99","2022-02-06 21:41:00.000","2022-02-06 21:41:00.000","7M+"
"BYu2s0WOUJXLxCLK1XKsM66gXJqWao61","4070","50","99","760.99","5.00","merchant__bigboxretailer","0.00","537.99","2022-09-06 18:52:00.000","2022-09-06 18:52:00.000","1-3M"
"fqf8dhxMLZz4Wkpzi7kqYdJFWgcob5Vh","5973","89","234","499.99","2.00","merchant__bigboxretailer","0.00","468.99","2020-12-19 14:54:00.000","2020-12-19 14:54:00.000","1-3M"
"CoRwEp3zdm35F1ydckKMTdpJwCMfoee3","7467","26","409","279.99","3.00","merchant__clothing","0.00","142.99","2022-02-25 18:36:00.000","2022-02-25 18:36:00.000","1-3M"
"dpOSwD5d2V0g9hY6qxQIFRQQxfICdZZR","5484","40","194","526.99","4.00","merchant__clothing","0.00","454.99","2020-12-07 21:07:00.000","2020-12-07 21:07:00.000","4-6M"
"6mX60vk7JDJ3bUZxCnoghiTM620FCRVV","7078","86","347","139.99","2.00","merchant__bigboxretailer","0.00","30.99","2021-09-07 11:53:00.000","2021-09-07 11:53:00.000","1-3M"
"SCC0mwV7hvwE7kPys4IyyigonYMa5ZP2","1283","5","62","167.99","2.00","merchant__bigboxretailer","0.00","85.99","2022-07-22 23:54:00.000","2022-07-22 23:54:00.000","1-3M"
"4ZTgPhcUPcgro80kGO3eXMgwRSlEvtC3","6804","34","314","254.99","2.00","merchant__clothing","0.00","135.99","2021-08-19 17:40:00.000","2021-08-19 17:40:00.000","1-3M"
"dJDMDXoq2D3lfJ4c4H8TydqdhcM5K0wa","1357","29","25","62.99","5.00","merchant__bigboxretailer","0.00","32.99","2022-05-27 13:41:00.000","2022-05-27 13:41:00.000","1-3M"
"XoqHTQojYExQit7bxB1i58jjbQ6lU65Q","4673","7","78","726.99","7.00","merchant__clothing","0.00","365.99","2022-10-19 20:38:00.000","2022-10-19 20:38:00.000","1-3M"
"zby5Q9SIPNBwEuXep7Irkm4HxfvEGeZE","7398","47","395","649.99","2.00","merchant__bigboxretailer","0.00","394.99","2022-01-10 19:24:00.000","2022-01-10 19:24:00.000","1-3M"
"HCAMAl4JnlNlcGUHL8vlh1CEEhoGF3KY","230","60","115","280.99","1.00","merchant__clothing","0.00","164.99","2021-04-17 20:09:00.000","2021-04-17 20:09:00.000","7M+"
"8tpG7wAZFIdMU6xabqEE9DHO022hq1eg","230","69","115","126.99","9.00","merchant__clothing","0.00","106.99","2020-12-08 17:17:00.000","2020-12-08 17:17:00.000","7M+"
"y0sa6YThUKcJ8cAnoPHli3ecHqTyoyUv","3758","70","34","353.99","10.00","merchant__clothing","0.00","302.22","2020-03-26 08:40:00.000","2020-03-26 08:40:00.000","7M+"
"tDo11oLIlJ9JEXII1BLOSC7qY4K0Rowd","5356","15","185","67.99","4.00","merchant__clothing","0.00","37.99","2021-09-12 14:34:00.000","2021-09-12 14:34:00.000","7M+"
"GwFX5ESgmfB0OAtIrNCyUNRHbA8TXNlH","6153","61","249","455.99","3.00","merchant__clothing","0.00","240.99","2021-12-29 10:02:00.000","2021-12-29 10:02:00.000","7M+"
"kLIvExasTblUEc7wix8P9v4ql6EZOMSp","4114","58","25","257.99","10.00","merchant__clothing","25.80","214.99","2022-07-28 12:00:00.000","2022-07-28 12:00:00.000","1-3M"
"x2m14BVvFvLRdaOs5fFRljKfJgh3sqli","6561","55","288","190.99","5.00","merchant__clothing","0.00","166.99","2021-06-26 21:25:00.000","2021-06-26 21:25:00.000","1-3M"
"7tANuQ0qzg66mDRHoBQpURSUsaoVuiFR","7464","10","408","69.99","5.00","merchant__clothing","0.00","36.99","2022-07-16 01:38:00.000","2022-07-16 01:38:00.000","4-6M"
"grmmxIrxurBbkBsD2xYBeJyrOa2jmBPB","7523","21","422","122.99","6.00","merchant__clothing","0.00","63.99","2022-07-18 18:36:00.000","2022-07-18 18:36:00.000","1-3M"
"SLNZFHqFFHaaDqGyPuJhgRdFJmwobji2","4092","26","49","279.99","10.00","merchant__clothing","0.00","142.99","2021-12-30 09:39:00.000","2021-12-30 09:39:00.000","7M+"
"uC4MjS2zNEVcXXqO8sGWSAb4h0AGLyW9","4831","42","22","180.99","2.00","merchant__bigboxretailer","0.00","44.99","2021-06-13 09:09:00.000","2021-06-13 09:09:00.000","7M+"
"21XH4NWm8978e62JxwnOt7ryD8HjoIoe","7165","33","359","122.99","3.00","merchant__clothing","0.00","63.99","2021-12-10 20:30:00.000","2021-12-10 20:30:00.000","1-3M"
"JlPVDXFJTbi0XD9QsEqbncbDBG7RkDUb","4507","41","77","279.99","4.00","merchant__bigboxretailer","0.00","206.99","2022-04-11 10:44:00.000","2022-04-11 10:44:00.000","1-3M"
"DgxqSI3j453zohX9GY19S60BtUNhIXz1","6109","68","245","261.99","7.00","merchant__bigboxretailer","0.00","119.99","2022-10-18 19:22:00.000","2022-10-18 19:22:00.000","7M+"
"YxBbTxlrEeQE7gk0fPM5ItfaprkouJxn","5036","25","163","219.99","6.00","merchant__clothing","0.00","111.99","2022-07-14 19:13:00.000","2022-07-14 19:13:00.000","7M+"
"8qMSnE5WgoVloMgeAEAxnS14wYmTZ5ad","7583","47","439","649.99","9.00","merchant__clothing","0.00","394.99","2022-05-18 21:04:00.000","2022-05-18 21:04:00.000","1-3M"
"6gxwObNAB2d8o5Ngt5RkMlFgUIKlQzGU","5642","77","206","323.99","1.00","merchant__clothing","0.00","166.99","2021-08-09 07:36:00.000","2021-08-09 07:36:00.000","7M+"
"C8QMs0OZEEW0Oh13KiLCVM34ZcfPfbE0","814","69","84","139.99","9.00","merchant__clothing","0.00","111.99","2021-11-15 09:07:00.000","2021-11-15 09:07:00.000","4-6M"
"oyOoavPT3mqIEHcJgjBI4dik6zmdetXf","5431","45","190","560.99","2.00","merchant__clothing","0.00","365.99","2021-11-17 23:54:00.000","2021-11-17 23:54:00.000","7M+"
"Cnns5lrhcW0vvqBTBuNLYIwehxWjCTS4","5198","4","174","321.99","3.00","merchant__clothing","0.00","170.99","2021-09-24 21:15:00.000","2021-09-24 21:15:00.000","7M+"
"I0ehTYD1M1MO1qWwzHlSRnCETMpxwOuA","1000","13","123","110.99","5.00","merchant__clothing","0.00","57.99","2021-11-08 20:08:00.000","2021-11-08 20:08:00.000","7M+"
"Wynlq8pYCebMgfyPbfa6Nd1gg3ugjH22","5772","75","216","447.99","5.00","merchant__clothing","0.00","422.99","2021-06-22 20:53:00.000","2021-06-22 20:53:00.000","7M+"
"tSMfdzTnumBhe7HwtBxA0HifajCW4AHa","6068","15","242","67.99","1.00","merchant__clothing","0.00","37.99","2021-05-11 21:19:00.000","2021-05-11 21:19:00.000","4-6M"
"nGEenQgf7jpDTuczwoBwGStDEZ6KCt7x","5239","34","177","279.99","1.00","merchant__clothing","0.00","142.99","2021-11-10 15:44:00.000","2021-11-10 15:44:00.000","7M+"
"q67lxU0HD4P3kJUIruw5BagtfLoiy1XN","4864","76","22","470.99","7.00","merchant__clothing","0.00","440.27","2020-06-06 22:44:00.000","2020-06-06 22:44:00.000","7M+"
"iJbmSHYp4lM7pXfiucGhmlwIb83wBOqo","3496","26","41","279.99","1.00","merchant__clothing","0.00","142.99","2022-04-15 16:47:00.000","2022-04-15 16:47:00.000","1-3M"
"ZhwzmBVqL9aEc7iMq8PizI904loNqDMc","6651","26","298","254.99","6.00","merchant__bigboxretailer","0.00","135.99","2021-06-29 12:27:00.000","2021-06-29 12:27:00.000","1-3M"
"2CA690x085XXW06fZ696cULLaMNF4Vhv","733","24","112","364.99","2.00","merchant__clothing","0.00","184.99","2022-07-13 22:01:00.000","2022-07-13 22:01:00.000","1-3M"
"9XodHSTsY64KHLILzowLHoP3iFzp2li2","396","41","57","254.99","6.00","merchant__bigboxretailer","0.00","196.99","2021-03-10 13:02:00.000","2021-03-10 13:02:00.000","7M+"
"G2y3ZwFA3qztknzvAoe4Y0ikybmYW6Ia","5870","4","225","321.99","5.00","merchant__clothing","0.00","170.99","2020-11-15 17:34:00.000","2020-11-15 17:34:00.000","1-3M"
"2k0WgEwJ2yBXuYNn9t8ap9M1EEIsIfqs","100","59","100","761.99","5.00","merchant__bigboxretailer","0.00","509.99","2022-06-24 12:22:00.000","2022-06-24 12:22:00.000","1-3M"
"ixRdNKUgeUqWVzCLhcOrG0APBxcl1y6x","6548","93","286","111.99","6.00","merchant__clothing","0.00","43.99","2022-06-03 13:12:00.000","2022-06-03 13:12:00.000","7M+"
"VFwMpHa3t2jnQ9Rm1efjdtSOdQvztgam","6816","86","315","152.99","2.00","merchant__bigboxretailer","0.00","31.99","2022-03-23 16:53:00.000","2022-03-23 16:53:00.000","7M+"
"qGyD3ic6A6w9UbwBDFvNimomcXSnRxk4","3534","3","84","44.99","6.00","merchant__bigboxretailer","0.00","23.99","2022-09-01 17:27:00.000","2022-09-01 17:27:00.000","1-3M"
"lZBk02NZbumpu3J91Z50z6Fs1TLbFOLj","683","73","111","515.99","10.00","merchant__clothing","0.00","328.76","2020-05-25 09:43:00.000","2020-05-25 09:43:00.000","7M+"
"ImEuMOoWSeXysXRorTHFN8MAxD9XYnZ0","6348","73","267","568.99","1.00","merchant__clothing","0.00","345.99","2021-09-07 22:55:00.000","2021-09-07 22:55:00.000","4-6M"
"o2EQw4wdV2y2039GcX5rEH5yzmIPWodJ","6782","2","311","85.99","10.00","merchant__bigboxretailer","0.00","44.99","2022-03-21 20:57:00.000","2022-03-21 20:57:00.000","7M+"
"c6C3t6Kyj2IC1tghTA03qMm3Wx5mtZLY","1908","19","28","546.99","10.00","merchant__clothing","0.00","275.99","2022-02-24 11:27:00.000","2022-02-24 11:27:00.000","1-3M"
"p5Sg4alZ8xlf2iAi5JgKAIT8kZs54kfS","4718","42","125","198.99","9.00","merchant__bigboxretailer","0.00","46.99","2022-02-15 19:00:00.000","2022-02-15 19:00:00.000","7M+"
"sWwYBRjuo0GiYSAkSF19r6glbGEtgIoo","4759","16","97","304.99","6.00","merchant__clothing","0.00","154.99","2022-03-27 12:03:00.000","2022-03-27 12:03:00.000","1-3M"
"zmITTGpwfvu8A7XvjOr9TJzncOxMynS9","6638","51","296","229.99","2.00","merchant__clothing","0.00","81.99","2022-05-01 19:24:00.000","2022-05-01 19:24:00.000","7M+"
"mHREXexoPHE2H7iUz9qBKTA7e7JENHRH","4972","62","159","258.99","2.00","merchant__bigboxretailer","0.00","183.99","2022-07-18 21:46:00.000","2022-07-18 21:46:00.000","7M+"
"1jqOhUFUrUA72nrjQKYV7HFtqLReKxEG","7578","68","437","261.99","2.00","merchant__bigboxretailer","0.00","119.99","2022-08-13 18:37:00.000","2022-08-13 18:37:00.000","1-3M"
"zSSiTib5CrTHSUjUbJHED5kslyNr6xRR","5828","47","221","590.99","7.00","merchant__bigboxretailer","0.00","375.99","2021-02-12 19:59:00.000","2021-02-12 19:59:00.000","1-3M"
"yfVhiyhyjNZC9VNX7E0062sFOEiyDU5m","4270","47","60","649.99","3.00","merchant__clothing","0.00","394.99","2021-10-30 07:01:00.000","2021-10-30 07:01:00.000","4-6M"
"BwcziHkbhtzi9hi6EKzdnVv0nilyFXM9","460","7","102","726.99","2.00","merchant__clothing","0.00","365.99","2022-07-30 18:22:00.000","2022-07-30 18:22:00.000","1-3M"
"lgTHQnvFmie9XNvMTvBUe1MCCZvcLEJg","7070","75","346","447.99","2.00","merchant__clothing","0.00","422.99","2021-09-06 20:37:00.000","2021-09-06 20:37:00.000","1-3M"
"FciTrTDfRjGU0AiTZGvTFbTqkkTkkvkc","4640","45","60","509.99","10.00","merchant__clothing","0.00","348.99","2021-08-10 20:44:00.000","2021-08-10 20:44:00.000","7M+"
"S2B3AlwEX9mzMX28waIclW8NO5ISkknb","6990","76","336","518.99","1.00","merchant__clothing","0.00","462.99","2021-08-02 18:33:00.000","2021-08-02 18:33:00.000","1-3M"
"Q7YIweksb7KmP0hOE6pbOOYLzspVltcd","1058","51","68","229.99","6.00","merchant__clothing","0.00","81.99","2022-05-30 17:06:00.000","2022-05-30 17:06:00.000","1-3M"
"jZBvJ9yoHOMPDkbBpfQ13Dwa4OWNQydm","4298","48","25","465.99","4.00","merchant__clothing","0.00","365.99","2022-08-09 15:31:00.000","2022-08-09 15:31:00.000","1-3M"
"eXSo8gjGzfEC9G5c7t0NE5gACtF9b5T8","4898","86","73","139.99","1.00","merchant__bigboxretailer","0.00","30.99","2021-02-23 22:07:00.000","2021-02-23 22:07:00.000","7M+"
"XRGPHDaxuxPdIU7fntoPBxmc4cJKMOdW","7108","47","351","649.99","5.00","merchant__bigboxretailer","0.00","394.99","2021-11-18 22:15:00.000","2021-11-18 22:15:00.000","1-3M"
"q3w2AfXcv9gqc2qVtfzH1FOtqb18n6vN","1704","38","55","696.99","7.00","merchant__bigboxretailer","0.00","528.99","2022-03-18 18:15:00.000","2022-03-18 18:15:00.000","1-3M"
"oS8KBSCeUXshUHaBmotGkoHFYxi2Ct92","5747","19","214","496.99","2.00","merchant__clothing","0.00","262.99","2021-09-24 09:27:00.000","2021-09-24 09:27:00.000","7M+"
"30jllYgsYRJmMDBrLzfL38x5Sp8nMrBB","956","45","64","560.99","5.00","merchant__clothing","0.00","365.99","2022-01-09 20:26:00.000","2022-01-09 20:26:00.000","1-3M"
"cE8zrDeqOJKTM9GnF3Rq6mAFfZtt5HGn","846","26","35","279.99","8.00","merchant__clothing","0.00","142.99","2022-09-09 22:30:00.000","2022-09-09 22:30:00.000","1-3M"
"W1wnxi7CnyA7aopPCdZAbyP6IiIZuG86","4791","51","21","229.99","5.00","merchant__clothing","0.00","81.99","2022-06-26 11:55:00.000","2022-06-26 11:55:00.000","1-3M"
"4pHdE7WfmHtP05fWdUmnsytZyvXXNbbN","67","29","62","62.99","3.00","merchant__bigboxretailer","0.00","32.99","2022-01-27 21:06:00.000","2022-01-27 21:06:00.000","1-3M"
"xIfbnj3tHGysrzkcuJSIaq1PoMAqW2qg","4301","21","76","122.99","3.00","merchant__clothing","0.00","63.99","2022-08-24 21:40:00.000","2022-08-24 21:40:00.000","1-3M"
"U1s4WVoqJDoler853YmDIWDrt8EnKiM2","3520","18","95","60.99","8.00","merchant__clothing","0.00","32.99","2022-04-06 09:27:00.000","2022-04-06 09:27:00.000","1-3M"
"0jkvSAi0ra4TurZ5sEPcyF5JNKRcOJhv","7648","65","462","519.99","6.00","merchant__bigboxretailer","0.00","268.99","2022-08-26 20:18:00.000","2022-08-26 20:18:00.000","1-3M"
"aVaO8JtpJEqHrCiRSLljunUFCxvjFWSu","5082","85","166","172.99","2.00","merchant__clothing","0.00","93.99","2022-02-23 15:56:00.000","2022-02-23 15:56:00.000","7M+"
"gCpHGG1Ubrd0rNckAirHaGgjra5qG9pi","7335","53","384","315.99","4.00","merchant__bigboxretailer","0.00","137.99","2022-08-24 12:05:00.000","2022-08-24 12:05:00.000","7M+"
"2FmxVPh6wVZfkQwo06un0PseHI8UEyX1","4764","92","96","354.99","5.00","merchant__bigboxretailer","0.00","209.66","2020-03-08 16:37:00.000","2020-03-08 16:37:00.000","7M+"
"rgo5C2nu8DqHaOKLhOTt3VVlLenKOxdo","6444","65","277","472.99","9.00","merchant__bigboxretailer","0.00","255.99","2021-05-03 21:39:00.000","2021-05-03 21:39:00.000","1-3M"
"gyYOYLmMVNNqiTQq5zRAwgEIdj7DMgvZ","3802","26","2","279.99","2.00","merchant__clothing","0.00","142.99","2022-07-22 17:56:00.000","2022-07-22 17:56:00.000","1-3M"
"l8vJSwBJjEAEVY9IWTj67uLiDl9kxWIt","6648","36","297","76.99","3.00","merchant__clothing","0.00","40.99","2022-06-22 22:11:00.000","2022-06-22 22:11:00.000","7M+"
"xaAvKDIttQ4Zsm4ylCaTFosAmBlwOxCR","6735","67","306","611.99","1.00","merchant__clothing","0.00","475.99","2022-06-21 21:55:00.000","2022-06-21 21:55:00.000","7M+"
"qDzEjsoFg4H5GwNDvbzoPCSQgPQzgGjz","6546","47","286","649.99","3.00","merchant__clothing","0.00","394.99","2022-04-24 20:03:00.000","2022-04-24 20:03:00.000","7M+"
"4glFZl9bma1l7Ckq3OvjjYxuPpif3FLK","6654","60","298","309.99","6.00","merchant__clothing","0.00","172.99","2022-01-23 09:18:00.000","2022-01-23 09:18:00.000","7M+"
"hwnYCs4QbaMDygfb5gP8Fu0CZYayprur","4974","4","160","291.99","6.00","merchant__clothing","0.00","162.04","2020-04-28 09:05:00.000","2020-04-28 09:05:00.000","1-3M"
"6Y0DQeqsgVRfwnjfEWl8XTs23EfH9fvE","5792","4","218","291.99","4.00","merchant__clothing","0.00","162.04","2020-09-27 01:50:00.000","2020-09-27 01:50:00.000","1-3M"
"xq6mJyzbw1oUVaZfj6uT2zvKhWMPhw0n","5693","61","210","414.99","2.00","merchant__clothing","0.00","229.99","2021-02-21 12:37:00.000","2021-02-21 12:37:00.000","4-6M"
"gSA9ov9PsezyFS9UKVKevENMbbYiweA7","4737","56","7","510.99","6.00","merchant__bigboxretailer","0.00","288.99","2021-09-15 15:57:00.000","2021-09-15 15:57:00.000","4-6M"
"Hort63atqK3AMQ4pX7CH1hTb4sXhfJey","1588","82","41","705.99","1.00","merchant__clothing","0.00","514.99","2020-12-22 15:28:00.000","2020-12-22 15:28:00.000","7M+"
"L8m2QDZtZtZ1P1u4JTrR5NLD63uW5UvD","6262","74","259","475.99","10.00","merchant__bigboxretailer","0.00","398.99","2021-06-12 11:59:00.000","2021-06-12 11:59:00.000","4-6M"
"RGWwuHoFlUDgzPAahLtIwpQjdZ5h4BwG","6814","74","315","523.99","5.00","merchant__bigboxretailer","0.00","418.99","2021-11-28 13:46:00.000","2021-11-28 13:46:00.000","4-6M"
"7m9zgeYr5PPG7pyk3IjpTueh6WAGLjMt","4714","55","54","190.99","7.00","merchant__clothing","0.00","166.99","2021-02-20 18:36:00.000","2021-02-20 18:36:00.000","7M+"
"DWlMAISBEkTe7dm6A5AtbfJ4mUqofi9T","850","81","110","361.99","4.00","merchant__clothing","0.00","285.32","2020-10-25 22:54:00.000","2020-10-25 22:54:00.000","7M+"
"A02z9bWCG0hWX6LOusW3Q5MsMZvH08Kh","1308","46","40","207.99","9.00","merchant__clothing","0.00","157.99","2021-09-05 10:15:00.000","2021-09-05 10:15:00.000","4-6M"
"sz6xC3JBf5BStbvxuIhlLB2BZDHklI75","4236","76","61","518.99","2.00","merchant__clothing","0.00","462.99","2020-11-23 14:41:00.000","2020-11-23 14:41:00.000","7M+"
"Yl281dNKF93qSZ4DINXUB4GHnVeXyWet","1384","73","71","515.99","10.00","merchant__clothing","0.00","328.76","2020-07-16 20:17:00.000","2020-07-16 20:17:00.000","7M+"
"JOhbwuXsvc9ZB4toj5ydDrYexNd6542b","6997","44","336","356.99","6.00","merchant__bigboxretailer","0.00","105.99","2022-09-08 11:20:00.000","2022-09-08 11:20:00.000","7M+"
"Oz6hEHLopvas73F4XSpFtUyMRiHKEX3R","939","3","103","44.99","9.00","merchant__bigboxretailer","0.00","23.99","2022-01-10 22:59:00.000","2022-01-10 22:59:00.000","7M+"
"ducw43vEISmFTcxSCKy9UElSljZfz51O","4966","60","159","280.99","8.00","merchant__clothing","0.00","164.99","2021-07-09 19:29:00.000","2021-07-09 19:29:00.000","7M+"
"59JQYwkXS7UVQw3CBsutmcUnjBvJb8At","5775","68","216","261.99","1.00","merchant__bigboxretailer","0.00","119.99","2021-11-16 13:01:00.000","2021-11-16 13:01:00.000","7M+"
"yJ36CkonnZP5TO8nYZOtm2GO8FOeA5Kr","5274","19","180","450.99","4.00","merchant__clothing","0.00","249.49","2020-09-22 10:43:00.000","2020-09-22 10:43:00.000","1-3M"
"FcGRGJv7BwZnsZ7dcxZmzNChLEAvXkG4","4413","35","27","83.99","3.00","merchant__bigboxretailer","0.00","43.99","2022-02-26 22:18:00.000","2022-02-26 22:18:00.000","1-3M"
"speIpxFs7IuVJOgziI3mzpnSgS7p15hB","3777","56","6","510.99","5.00","merchant__bigboxretailer","0.00","288.99","2021-03-09 21:19:00.000","2021-03-09 21:19:00.000","7M+"
"ITk260cVBoOiCW4bWKXYx2JbhdZYWpzk","1019","91","117","200.99","6.00","merchant__clothing","0.00","28.99","2022-07-23 08:47:00.000","2022-07-23 08:47:00.000","1-3M"
"T80XsG7kc55viwINS16FfK3ZjIZx4guQ","5010","11","162","111.99","8.00","merchant__bigboxretailer","0.00","60.99","2021-05-21 18:36:00.000","2021-05-21 18:36:00.000","7M+"
"2NLthgm5VXoEfMaQov5cAckya951RKzX","7183","21","362","111.99","6.00","merchant__clothing","0.00","60.99","2021-10-10 12:33:00.000","2021-10-10 12:33:00.000","1-3M"
"VHC9uO1AjGGc2AUaSnqCBZNCoxCqE1MW","4920","26","50","279.99","7.00","merchant__clothing","0.00","142.99","2022-07-11 20:54:00.000","2022-07-11 20:54:00.000","1-3M"
"v3CIBEAL9h0aszffnDCTyApcMfXfNw3h","574","65","132","472.99","5.00","merchant__bigboxretailer","0.00","255.99","2021-08-04 18:44:00.000","2021-08-04 18:44:00.000","7M+"
"pKb87M1WS6lgNEcvKz7jnjg1LR9eYZEC","433","79","102","385.99","5.00","merchant__clothing","0.00","353.84","2020-06-05 20:51:00.000","2020-06-05 20:51:00.000","7M+"
"3XbrjzUC0q54wKMFj0yyjicUz1yJ1ITX","5291","19","181","496.99","6.00","merchant__clothing","0.00","262.99","2021-06-29 13:38:00.000","2021-06-29 13:38:00.000","7M+"
"VB2deX0eICdTnbNFvimBLRnmoZT52NzQ","7348","84","386","698.99","5.00","merchant__clothing","0.00","442.99","2022-10-03 20:45:00.000","2022-10-03 20:45:00.000","7M+"
"dqn1OpHXpZilPwngc6UevTBSwrdm0JRg","905","5","111","167.99","7.00","merchant__bigboxretailer","0.00","85.99","2022-06-01 08:00:00.000","2022-06-01 08:00:00.000","4-6M"
"Nr7aDlhzVkpvxEHJnjqlWYt0xX8Xejtb","752","82","46","640.99","1.00","merchant__clothing","0.00","489.12","2020-01-16 09:36:00.000","2020-01-16 09:36:00.000","7M+"
"CONp7BAeB2tQDkNUauSZ3ukd6O8KEBQD","6238","47","257","590.99","3.00","merchant__bigboxretailer","0.00","375.99","2021-06-25 20:36:00.000","2021-06-25 20:36:00.000","4-6M"
"BnT7dgG88AFDQwl3XFmQyM1cSRpFe7ry","3535","13","58","110.99","6.00","merchant__clothing","0.00","57.99","2022-05-15 15:39:00.000","2022-05-15 15:39:00.000","1-3M"
"1QdlmX5WLcUtUL5Jed01UixRYzescfE9","4358","81","16","361.99","1.00","merchant__clothing","0.00","285.32","2020-06-24 12:19:00.000","2020-06-24 12:19:00.000","7M+"
"JxYU1jDgzExreRvpOBUZdVRTkCabQXyQ","1179","39","107","234.99","3.00","merchant__bigboxretailer","0.00","49.99","2021-08-25 18:46:00.000","2021-08-25 18:46:00.000","7M+"
"qEDnboSbJr5QpXIYQeIJnPj6ZM2I2MLd","925","12","67","243.99","4.00","merchant__clothing","0.00","123.99","2022-07-30 20:48:00.000","2022-07-30 20:48:00.000","1-3M"
